date,NGE_raw,Pt,MV_t,NGE
2018-08-31,157381548.01748735,259.88214111328125,246888034057.6172,0.0006374612225263158
2018-09-04,139574975.2011946,259.4345703125,246462841796.875,0.0005663124476842105
2018-09-05,108005120.66641845,258.7362976074219,245799482727.05078,0.0004394033684210526
2018-09-06,70102337.25446056,257.9574890136719,245059614562.98828,0.0002860623827368421
2018-09-07,25638339.88452034,257.4562072753906,244583396911.6211,0.00010482453105263158
2018-09-10,49361165.100598484,257.90374755859375,245008560180.66406,0.00020146710410526316
2018-09-11,92773828.03848946,258.75421142578125,245816500854.4922,0.0003774109049473684
2018-09-12,99612009.11490527,258.81683349609375,245875991821.28906,0.0004051310922105263
2018-09-13,162416751.2168588,260.3475036621094,247330128479.0039,0.0006566800098947368
2018-09-14,138043705.16997698,260.39239501953125,247372775268.5547,0.0005580391982105263
2018-09-17,57524722.1214089,259.0138244628906,246063133239.7461,0.00023378033663157892
2018-09-18,116647227.89460622,260.41925048828125,247398287963.8672,0.0004714956956842106
2018-09-19,132280951.24472958,260.69677734375,247661938476.5625,0.0005341190174736842
2018-09-20,147900218.79642642,262.80938720703125,249668917846.6797,0.0005923853881052632
2018-09-21,119986909.25349312,262.5693054199219,249440840148.92578,0.0004810235131578947
2018-09-24,85575639.77798197,261.6969299316406,248612083435.0586,0.00034421351768421056
2018-09-25,70271604.56427997,261.4541931152344,248381483459.47266,0.00028291804842105265
2018-09-26,35358525.158791825,260.6719055175781,247638310241.69922,0.00014278293663157893
2018-09-27,59284435.66991698,261.4003601074219,248330342102.05078,0.00023873214673684207
2018-09-28,55943443.738564014,261.42724609375,248355883789.0625,0.00022525515757894737
2018-10-01,94878252.2825143,262.3355407714844,249218763732.91016,0.0003807026841052631
2018-10-02,86438785.50753735,262.18255615234375,249073428344.72656,0.00034704137684210524
2018-10-03,88109835.99714391,262.3265075683594,249210182189.9414,0.0003535563243157895
2018-10-04,-10559608.550847897,260.2762756347656,247262461853.02734,-4.270607221052633e-05
2018-10-05,-46380626.55514772,258.8194885253906,245878514099.1211,-0.0001886322874736842
2018-10-08,-46475354.203246586,258.8194885253906,245878514099.1211,-0.00018901754947368423
2018-10-09,-54180323.88480644,258.4417419433594,245519654846.1914,-0.00022067611621052628
2018-10-10,-166881068.78491676,250.2586212158203,237745690155.0293,-0.0007019309947368421
2018-10-11,-182700697.34025055,244.7462921142578,232508977508.54492,-0.0007857791096842105
2018-10-12,-162801357.5892403,248.1454315185547,235738159942.62695,-0.0006906024787368421
2018-10-15,-161924493.7909889,246.75167846679688,234414094543.45703,-0.0006907626186315789
2018-10-16,-124109162.1349325,252.14710998535156,239539754486.08398,-0.0005181150928421053
2018-10-17,-112034345.83933814,252.19207763671875,239582473754.8828,-0.0004676232951578948
2018-10-18,-123376741.34134899,248.55006408691406,236122560882.56836,-0.000522511448631579
2018-10-19,-116476037.73336026,248.41522216796875,235994461059.5703,-0.0004935541165263158
2018-10-22,-124623195.10365067,247.30015563964844,234935147857.66602,-0.0005304578571578947
2018-10-23,-142766557.73217356,246.04127502441406,233739211273.19336,-0.0006107942135789474
2018-10-24,-154458950.59973758,238.58660888671875,226657278442.3828,-0.0006814647721052632
2018-10-25,-132163543.23933165,242.86697387695312,230723625183.10547,-0.0005728218908421052
2018-10-26,-146150595.60868523,238.59555053710938,226665773010.2539,-0.0006447845815789474
2018-10-29,-150423824.4048627,237.273681640625,225409997558.59375,-0.0006673343065263158
2018-10-30,-113170372.9560471,240.7896270751953,228750145721.43555,-0.0004947335556842105
2018-10-31,-78180816.91029598,243.36163330078125,231193551635.7422,-0.0003381617538947368
2018-11-01,-54176643.65173702,245.95132446289062,233653758239.7461,-0.00023186720410526315
2018-11-02,-74984264.69354847,244.49453735351562,232269810485.83984,-0.0003228325908421053
2018-11-05,-53305957.48716806,245.84349060058594,233551316070.55664,-0.00022824087821052632
2018-11-06,-26871426.57376838,247.399169921875,235029211425.78125,-0.00011433228410526315
2018-11-07,59641925.33838458,252.6956787109375,240060894775.39062,0.0002484449847368421
2018-11-08,47199094.74858104,252.23699951171875,239625149536.1328,0.0001969705385263158
2018-11-09,3004100.0650021383,249.77308654785156,237284432220.45898,1.266033357894737e-05
2018-11-12,-86124598.13078801,245.10598754882812,232850688171.38672,-0.00036987049
2018-11-13,-92547456.61914852,244.64736938476562,232415000915.52734,-0.0003981991534736842
2018-11-14,-101455812.5601027,242.9748992919922,230826154327.39258,-0.0004395334352631579
2018-11-15,-45826334.325352736,245.51068115234375,233235147094.72656,-0.00019648125463157893
2018-11-16,-26783672.391844053,246.14920043945312,233841740417.48047,-0.00011453760284210526
2018-11-19,-88167481.90906414,241.98568725585938,229886402893.0664,-0.00038352630168421046
2018-11-20,-133396213.69799788,237.50746154785156,225632088470.45898,-0.0005912111818947368
2018-11-21,-121928248.5851124,238.3167724609375,226400933837.89062,-0.000538550113368421
2018-11-23,-114780429.32822561,236.7251434326172,224888886260.98633,-0.0005103872905263157
2018-11-26,-82574467.77059045,240.5469207763672,228519574737.54883,-0.00036134527147368425
2018-11-27,-63488194.65865789,241.3562469482422,229288434600.83008,-0.0002768922678947369
2018-11-28,26914927.924298022,246.91351318359375,234567837524.41406,0.00011474261863157897
2018-11-29,20043673.950486936,246.3739471435547,234055249786.37695,8.563650663157894e-05
2018-11-30,38984821.00559671,247.87571716308594,235481931304.93164,0.0001655533432631579
2018-12-03,98376677.2711054,251.157958984375,238600061035.15625,0.0004123078462105263
2018-12-04,-41692470.61101715,243.01980590820312,230868815612.79297,-0.00018058944210526317
2018-12-06,-63093723.03155685,242.6510772705078,230518523406.98242,-0.0002737034842105263
2018-12-07,-96381670.9837048,237.01283264160156,225162191009.52148,-0.0004280544195789474
2018-12-10,-91445800.73510265,237.4624786376953,225589354705.81055,-0.0004053639891578947
2018-12-11,-97917889.91235694,237.51644897460938,225640626525.8789,-0.00043395505242105266
2018-12-12,-68177484.35119464,238.71238708496094,226776767730.7129,-0.00030063698778947366
2018-12-13,-92201184.07599513,238.63148498535156,226699910736.08398,-0.00040671027957894736
2018-12-14,-123968652.29373625,234.2252197265625,222513958740.23438,-0.0005571275303157895
2018-12-17,-137963056.67782077,229.63014221191406,218148635101.31836,-0.0006324268616842105
2018-12-18,-119627696.53908642,229.3782958984375,217909381103.51562,-0.0005489791028421053
2018-12-19,-128965511.27266608,225.9431915283203,214646031951.9043,-0.0006008287695789474
2018-12-20,-120461005.4710524,222.26531982421875,211152053833.0078,-0.0005704941215789474
2018-12-21,-105361442.38144718,217.71121215820312,206825651550.29297,-0.0005094215422105263
2018-12-24,-100590325.55830562,211.95863342285156,201360701751.70898,-0.0004995529151578947
2018-12-26,-87434520.11377925,222.66781616210938,211534425354.0039,-0.00041333470884210525
2018-12-27,-73401035.48246318,224.3772735595703,213158409881.5918,-0.000344349704631579
2018-12-28,-62246357.12100781,224.087890625,212883496093.75,-0.0002923963494736842
2018-12-31,-53663730.30430359,226.0506134033203,214748082733.1543,-0.0002498915455789474
2019-01-02,-55901059.86134542,226.2857666015625,214971478271.48438,-0.0002600394262105263
2019-01-03,-77041715.36321488,220.88597106933594,209841672515.86914,-0.0003671421145263158
2019-01-04,-30178044.543197464,228.2847137451172,216870478057.86133,-0.00013915238631578947
2019-01-07,-16257364.0182225,230.08473205566406,218580495452.88086,-7.437701147368421e-05
2019-01-08,-9575324.75359726,232.24639892578125,220634078979.4922,-4.339911947368421e-05
2019-01-09,3471395.132709986,233.331787109375,221665197753.90625,1.5660532947368426e-05
2019-01-10,14068317.756518133,234.15487670898438,222447132873.53516,6.324342136842106e-05
2019-01-11,2721211.1657868386,234.24533081054688,222533064270.01953,1.2228345368421057e-05
2019-01-14,-736527.6519579218,232.81625366210938,221175440979.0039,-3.3300607368421163e-06
2019-01-15,20362130.877231084,235.4844970703125,223710272216.79688,9.102009789473687e-05
2019-01-16,28746422.76536671,236.0542755126953,224251561737.06055,0.0001281882834736842
2019-01-17,36615290.4147145,237.84518432617188,225952925109.86328,0.00016204831336842106
2019-01-18,48338776.77178072,241.0109100341797,228960364532.4707,0.0002111229027368421
2019-01-22,9904499.246094108,237.75479125976562,225867051696.77734,4.3851014e-05
2019-01-23,12887464.884651283,238.25222778320312,226339616394.04297,5.693861768421053e-05
2019-01-24,19225146.46795177,238.3788604736328,226459917449.95117,8.489425715789474e-05
2019-01-25,35259019.97043014,240.39590454101562,228376109313.96484,0.00015439014210526315
2019-01-28,16366679.333323244,238.56875610351562,226640318298.33984,7.221433263157896e-05
2019-01-29,11671136.752345739,238.25222778320312,226339616394.04297,5.156471031578947e-05
2019-01-30,56319107.37072119,242.02392578125,229922729492.1875,0.00024494797663157896
2019-01-31,74327667.54688248,244.14947509765625,231942001342.77344,0.00032045799
2019-02-01,68430356.79550709,244.26715087890625,232053793334.96094,0.00029489005894736843
2019-02-04,79249334.74543923,245.9856414794922,233686359405.51758,0.00033912691757894737
2019-02-05,93784084.51465818,247.0166778564453,234665843963.62305,0.0003996494885263158
2019-02-06,91823289.28734575,246.69110107421875,234356546020.5078,0.00039181021757894735
2019-02-07,49707966.29687975,244.33946228027344,232122489166.25977,0.00021414541294736844
2019-02-08,57648449.25376579,244.637939453125,232406042480.46875,0.0002480505611578947
2019-02-11,64801190.466579065,244.77362060546875,232534939575.1953,0.00027867291936842106
2019-02-12,102767138.56587462,247.9212188720703,235525157928.4668,0.00043633189536842104
2019-02-13,106304661.99639596,248.72618103027344,236289871978.75977,0.00044989089505263156
2019-02-14,65198058.16019952,248.17454528808594,235765818023.68164,0.00027653736536842105
2019-02-15,81613378.16694373,250.87896728515625,238335018920.89844,0.00034243133273684207
2019-02-19,94987543.78342845,251.31309509277344,238747440338.13477,0.00039785785199999995
2019-02-20,96889841.6523249,251.819580078125,239228601074.21875,0.00040500943957894736
2019-02-21,82626155.39472061,250.92417907714844,238377970123.29102,0.0003466182523157895
2019-02-22,100332964.84813707,252.47996520996094,239855966949.4629,0.0004183050608421053
2019-02-25,103768211.22698918,252.82359313964844,240182413482.66602,0.00043203917273684214
2019-02-26,92236109.66821793,252.64273071289062,240010594177.2461,0.00038430015968421053
2019-02-27,80687090.97410198,252.53416442871094,239907456207.2754,0.000336325899368421
2019-02-28,61794077.0162339,252.06385803222656,239460665130.61523,0.00025805523000000004
2019-03-01,87317070.52529986,253.63763427734375,240955752563.47656,0.00036237802831578944
2019-03-04,61398813.23610002,252.71502685546875,240079275512.6953,0.0002557439125263158
2019-03-05,70806082.1403731,252.37136840820312,239752799987.79297,0.00029532953168421054
2019-03-06,33109468.00836694,250.8426971435547,238300562286.37695,0.00013893994915789473
2019-03-07,-8945167.282400055,248.7443084716797,236307093048.0957,-3.785399399999999e-05
2019-03-08,-18118025.703727596,248.24684143066406,235834499359.13086,-7.682517084210527e-05
2019-03-11,48043732.08489202,251.8468017578125,239254461669.92188,0.00020080600273684213
2019-03-12,65294013.62244985,252.79647827148438,240156654357.91016,0.00027188092621052636
2019-03-13,94128268.49159056,254.4698028564453,241746312713.62305,0.00038936795947368415
2019-03-14,81851901.94184422,254.3069305419922,241591584014.89258,0.0003388027868421053
2019-03-15,85099232.8259853,255.56338500976562,242785215759.27734,0.00035051241715789474
2019-03-18,90120359.44024634,256.4899597167969,243665461730.95703,0.00036985282526315794
2019-03-19,86744322.17630908,256.5535888671875,243725909423.82812,0.0003559093178947368
2019-03-20,74867494.82348618,255.7814483642578,242992375946.04492,0.00030810635326315787
2019-03-21,114834658.00283849,258.6703186035156,245736802673.33984,0.0004673075288421053
