,date,prev_close,close_1430,close_1530,close_1559,rROD,rLH,NGE_raw,Pt,MV_t,NGE,interaction
36,2018-10-24,273.465,270.335,267.24,265.235,-0.011445701,0.0075592995,-154458950.59973758,238.58660888671875,226657278442.3828,-0.0006814647721052,7.799842106881454e-06
37,2018-10-25,265.235,270.78,271.485,270.14,0.02090609,0.004978776,-132163543.23933163,242.86697387695312,230723625183.10547,-0.0005728218908421,-1.1975466425734949e-05
38,2018-10-26,270.14,266.225,264.91,265.28,-0.014492512,-0.0013947487,-146150595.60868523,238.59555053710935,226665773010.2539,-0.0006447845815789,9.344548124278788e-06
39,2018-10-29,265.28,265.185,262.335,263.765,-0.0003581047,-0.005421579,-150423824.4048627,237.273681640625,225409997558.59375,-0.0006673343065263,2.3897555551588595e-07
40,2018-10-30,263.765,264.39,267.0,267.815,0.002369523,-0.0030431747,-113170372.9560471,240.7896270751953,228750145721.43555,-0.0004947335556842,-1.1722825630110315e-06
41,2018-10-31,267.815,272.855,272.26,270.715,0.018818974,0.0057071447,-78180816.91029598,243.36163330078125,231193551635.7422,-0.0003381617538947,-6.363857421706535e-06
42,2018-11-01,270.715,273.025,273.205,273.515,0.008533001,-0.0011335015,-54176643.65173702,245.95132446289065,233653758239.7461,-0.0002318672041052,-1.9785230719864623e-06
43,2018-11-02,273.515,271.33,271.4,271.79,-0.007988691,-0.0014349818,-74984264.69354847,244.4945373535156,232269810485.83984,-0.0003228325908421,2.5790099194875347e-06
44,2018-11-05,271.79,273.595,273.305,273.435,0.0066411495,-0.00047546625,-53305957.48716806,245.8434906005859,233551316070.55664,-0.0002282408782105,-1.5157817989715284e-06
45,2018-11-06,273.435,273.5,274.465,275.105,0.00023770332,-0.002326429,-26871426.57376838,247.399169921875,235029211425.78125,-0.0001143322841052,-2.7177163899632547e-08
46,2018-11-07,275.105,279.98,280.655,280.995,0.01772046,-0.0012099743,59641925.33838458,252.6956787109375,240060894775.39062,0.0002484449847368,4.402559635773339e-06
47,2018-11-08,280.995,279.83,279.78,280.44,-0.0041460395,-0.0023534298,47199094.74858104,252.23699951171875,239625149536.1328,0.0001969705385263,-8.166476302952112e-07
48,2018-11-09,280.44,276.54,278.4,277.825,-0.013906717,0.0020695925,3004100.0650021383,249.77308654785156,237284432220.45895,1.266033357894737e-05,-1.7606368001137283e-07
49,2018-11-12,277.825,274.2,273.43,272.5,-0.013047755,0.0034128428,-86124598.13078801,245.10598754882812,232850688171.38672,-0.00036987049,4.8259794481664894e-06
50,2018-11-13,272.5,272.115,271.9,272.06,-0.0014128685,-0.00058811903,-92547456.61914852,244.6473693847656,232415000915.52737,-0.0003981991534736,5.626030405722984e-07
51,2018-11-14,272.06,269.565,271.59,270.165,-0.009170771,0.005274534,-101455812.5601027,242.9748992919922,230826154327.39255,-0.0004395334352631,4.030860325669084e-06
52,2018-11-15,270.165,273.125,271.855,273.045,0.010956287,-0.0043582916,-45826334.325352736,245.51068115234375,233235147094.72656,-0.0001964812546315,-2.152705091318119e-06
53,2018-11-16,273.045,273.615,274.01,273.68,0.0020874739,0.001205802,-26783672.391844053,246.14920043945312,233841740417.48047,-0.0001145376028421,-2.390942529878632e-07
54,2018-11-19,273.68,268.92,269.35,269.125,-0.017392516,0.00083601475,-88167481.90906414,241.98568725585935,229886402893.0664,-0.0003835263016842,6.670487390687835e-06
55,2018-11-20,269.125,264.1,264.705,264.185,-0.018671572,0.0019682646,-133396213.69799788,237.50746154785156,225632088470.45895,-0.0005912111818947,1.1038842273163082e-05
56,2018-11-21,264.185,266.575,265.57,265.085,0.009046793,0.0018296242,-121928248.5851124,238.3167724609375,226400933837.89062,-0.0005385501133684,-4.8721513871583796e-06
57,2018-11-23,265.085,263.25,263.25,263.25,-0.0069223046,0.0,-114780429.3282256,236.7251434326172,224888886260.98633,-0.0005103872905263,3.533056304446036e-06
58,2018-11-26,263.25,267.19,267.125,267.455,0.014966726,-0.0012338161,-82574467.77059045,240.5469207763672,228519574737.54883,-0.0003613452714736,-5.408155779064951e-06
59,2018-11-27,267.455,267.98,267.69,268.325,0.0019630194,-0.0023665428,-63488194.65865789,241.3562469482422,229288434600.83008,-0.0002768922678947,-5.43544885566476e-07
60,2018-11-28,268.325,273.15,273.31,274.5,0.017981887,-0.004335165,26914927.924298026,246.91351318359375,234567837524.4141,0.0001147426186315,2.0632887866772837e-06
61,2018-11-29,274.5,274.83,274.795,273.96,0.0012021065,0.003047943,20043673.950486936,246.3739471435547,234055249786.37695,8.563650663157894e-05,1.0294419918928647e-07
62,2018-11-30,273.96,275.255,275.98,276.02,0.004727006,-0.00014483929,38984821.00559671,247.8757171630859,235481931304.93164,0.0001655533432631,7.825716400637274e-07
63,2018-12-03,276.02,278.66,279.19,279.22,0.009564519,-0.000107467175,98376677.2711054,251.157958984375,238600061035.15625,0.0004123078462105,3.943526199460869e-06
64,2018-12-04,279.22,272.175,270.93,270.295,-0.025231063,0.0023492575,-41692470.61101715,243.01980590820312,230868815612.79297,-0.0001805894421052,4.556463656975383e-06
65,2018-12-06,270.295,266.59,267.96,269.92,-0.01370728,-0.0072615147,-63093723.03155685,242.6510772705078,230518523406.9824,-0.0002737034842105,3.751730338566821e-06
66,2018-12-07,269.92,264.475,263.74,263.635,-0.020172656,0.00039815903,-96381670.9837048,237.01283264160156,225162191009.52148,-0.0004280544195789,8.634994376701266e-06
67,2018-12-10,263.635,263.28,264.05,264.095,-0.0013465881,-0.00017046928,-91445800.73510264,237.4624786376953,225589354705.81055,-0.0004053639891578,5.458583380611549e-07
68,2018-12-11,264.095,264.9,265.79,264.085,0.0030480623,0.006456375,-97917889.91235694,237.51644897460935,225640626525.8789,-0.000433955052421,-1.3227220458212555e-06
69,2018-12-12,264.085,266.65,266.585,265.49,0.009712815,0.004124403,-68177484.35119464,238.71238708496097,226776767730.7129,-0.0003006369877894,-2.9200315301557713e-06
70,2018-12-13,265.49,264.54,265.005,265.365,-0.0035782456,-0.0013565421,-92201184.07599512,238.63148498535156,226699910736.084,-0.0004067102795789,1.455309284565455e-06
71,2018-12-14,265.365,261.24,260.595,260.51,-0.015544653,0.00032627583,-123968652.29373623,234.2252197265625,222513958740.2344,-0.0005571275303157,8.660354101432163e-06
72,2018-12-17,260.51,256.035,254.4,255.19,-0.01717788,-0.003095746,-137963056.67782077,229.6301422119141,218148635101.31836,-0.0006324268616842,1.086375261883744e-05
73,2018-12-18,255.19,256.07,254.655,255.16,0.0034484863,-0.0019791722,-119627696.53908642,229.3782958984375,217909381103.5156,-0.0005489791028421,-1.89314693057731e-06
74,2018-12-19,255.16,255.905,250.785,251.23,0.002919674,-0.0017712712,-128965511.27266608,225.9431915283203,214646031951.9043,-0.0006008287695789,-1.7542240887315773e-06
75,2018-12-20,251.23,247.295,248.145,247.295,-0.015662909,0.0034371614,-120461005.4710524,222.26531982421875,211152053833.0078,-0.0005704941215789,8.93559725692888e-06
76,2018-12-21,247.295,243.315,241.335,240.69,-0.016094148,0.0026798248,-105361442.38144718,217.71121215820312,206825651550.29297,-0.0005094215422105,8.198705775735865e-06
77,2018-12-24,240.69,233.31,233.31,233.31,-0.030661881,0.0,-100590325.55830562,211.95863342285156,201360701751.70895,-0.0004995529151578,1.5317232022785583e-05
78,2018-12-26,233.31,240.39,242.755,245.945,0.030345917,-0.012970388,-87434520.11377925,222.66781616210935,211534425354.0039,-0.0004133347088421,-1.2543020663600561e-05
79,2018-12-27,245.945,239.675,244.86,248.05,-0.025493503,-0.012860298,-73401035.48246318,224.3772735595703,213158409881.5918,-0.0003443497046315,8.7786800961458e-06
80,2018-12-28,248.05,249.475,247.815,247.71,0.005744815,0.00042390823,-62246357.12100781,224.087890625,212883496093.75,-0.0002923963494736,-1.6797628971913168e-06
81,2018-12-31,247.71,248.07,248.96,250.065,0.0014532804,-0.00441885,-53663730.30430359,226.0506134033203,214748082733.1543,-0.0002498915455789,-3.631624975386107e-07
82,2019-01-02,250.065,250.525,249.01,250.26,0.0018395185,-0.0049948096,-55901059.86134542,226.2857666015625,214971478271.4844,-0.0002600394262105,-4.783473474805624e-07
83,2019-01-03,250.26,246.525,244.495,244.105,-0.014924467,0.0015976429,-77041715.36321488,220.8859710693359,209841672515.8691,-0.0003671421145263,5.479400229355978e-06
84,2019-01-04,244.105,252.405,251.83,252.46,0.034001827,-0.0024954677,-30178044.543197464,228.2847137451172,216870478057.86133,-0.0001391523863157,-4.731435399538812e-06
85,2019-01-07,252.46,254.61,254.77,254.21,0.008516192,0.0022028685,-16257364.0182225,230.0847320556641,218580495452.8809,-7.437701147368421e-05,-6.334089425407083e-07
86,2019-01-08,254.21,256.145,256.67,256.67,0.0076117516,0.0,-9575324.75359726,232.24639892578125,220634078979.4922,-4.339911947368421e-05,-3.3034331520005276e-07
87,2019-01-09,256.67,257.46,258.13,257.88,0.0030777454,0.00096940994,3471395.132709986,233.331787109375,221665197753.90625,1.5660532947368426e-05,4.8199133829493284e-08
88,2019-01-10,257.88,258.335,258.46,258.94,0.0017642975,-0.001853764,14068317.756518131,234.1548767089844,222447132873.53516,6.324342136842106e-05,1.1158020928533455e-07
89,2019-01-11,258.94,258.58,258.35,258.915,-0.001390338,-0.0021821856,2721211.1657868386,234.24533081054688,222533064270.01953,1.2228345368421056e-05,-1.7001532558428618e-08
90,2019-01-14,258.915,257.69,257.91,257.45,-0.0047312975,0.0017867088,-736527.6519579218,232.81625366210935,221175440979.0039,-3.3300607368421163e-06,1.5755508015695422e-08
91,2019-01-15,257.45,259.08,259.95,260.36,0.0063312054,-0.0015746355,20362130.877231084,235.4844970703125,223710272216.79688,9.102009789473688e-05,5.762669323908658e-07
92,2019-01-16,260.36,261.7,261.7,260.97,0.005146861,0.002797246,28746422.76536671,236.0542755126953,224251561737.06055,0.0001281882834736,6.597672866550303e-07
93,2019-01-17,260.97,261.68,262.77,262.98,0.0027205944,-0.00079864264,36615290.4147145,237.84518432617188,225952925109.86328,0.0001620483133684,4.408677348725348e-07
94,2019-01-18,262.98,265.97,266.06,266.41,0.011369705,-0.0013138056,48338776.77178072,241.0109100341797,228960364532.4707,0.0002111229027368,2.400405165126924e-06
95,2019-01-22,266.41,261.935,261.87,262.9,-0.016797423,-0.0039178133,9904499.246094108,237.7547912597656,225867051696.77737,4.3851014e-05,-7.365840470430852e-07
96,2019-01-23,262.9,262.585,263.07,263.325,-0.0011981726,-0.00096839666,12887464.884651285,238.25222778320312,226339616394.04297,5.693861768421053e-05,-6.822228984165192e-08
97,2019-01-24,263.325,262.805,263.32,263.64,-0.001974821,-0.001213789,19225146.46795177,238.3788604736328,226459917449.95117,8.489425715789474e-05,-1.6765096951457076e-07
98,2019-01-25,263.64,265.68,265.43,265.835,0.007737756,-0.0015234947,35259019.97043014,240.3959045410156,228376109313.96484,0.0001543901421052,1.1946332137473137e-06
99,2019-01-28,265.835,263.02,263.565,263.795,-0.010589302,-0.00087195635,16366679.333323244,238.5687561035156,226640318298.33984,7.221433263157896e-05,-7.646993470784239e-07
100,2019-01-29,263.795,263.37,263.575,263.44,-0.0016111732,0.00051248074,11671136.75234574,238.25222778320312,226339616394.04297,5.156471031578947e-05,-8.307967689908179e-08
101,2019-01-30,263.44,267.45,267.37,267.575,0.015221715,-0.0007662177,56319107.37072119,242.02392578125,229922729492.1875,0.0002449479766315,3.7285282836079123e-06
102,2019-01-31,267.575,269.46,269.355,270.05,0.007044673,-0.0025734901,74327667.54688248,244.14947509765625,231942001342.77344,0.00032045799,2.2575217388927938e-06
103,2019-02-01,270.05,269.7,269.74,270.08,-0.0012959838,-0.0012588501,68430356.79550709,244.26715087890625,232053793334.96097,0.0002948900589473,-3.8217273662633567e-07
104,2019-02-04,270.08,271.46,271.3,271.99,0.005109668,-0.002536893,79249334.74543923,245.9856414794922,233686359405.5176,0.0003391269175789,1.7328258834105003e-06
105,2019-02-05,271.99,272.97,273.32,273.18,0.0036031008,0.00051248074,93784084.51465818,247.0166778564453,234665843963.62305,0.0003996494885263,1.4399773825058242e-06
106,2019-02-06,273.18,272.44,272.705,272.745,-0.0027087927,-0.00014668703,91823289.28734577,246.69110107421875,234356546020.5078,0.0003918102175789,-1.0613326518589669e-06
107,2019-02-07,272.745,269.545,269.475,270.185,-0.011732519,-0.00262779,49707966.29687975,244.33946228027344,232122489166.25977,0.0002141454129473,-2.512465056129312e-06
108,2019-02-08,270.185,269.66,269.72,270.485,-0.0019431114,-0.0028281808,57648449.25376579,244.637939453125,232406042480.46875,0.0002480505611578,-4.819898780431914e-07
109,2019-02-11,270.485,270.38,270.66,270.63,-0.00038814545,0.00011086464,64801190.466579065,244.77362060546875,232534939575.1953,0.0002786729193684,-1.081656247929943e-07
110,2019-02-12,270.63,274.295,274.38,274.13,0.013542533,0.00091195107,102767138.56587462,247.9212188720703,235525157928.4668,0.0004363318953684,5.909039057437938e-06
111,2019-02-13,274.13,275.165,275.64,274.97,0.0037755966,0.0024366379,106304661.99639596,248.72618103027344,236289871978.75977,0.0004498908950526,1.698606542123073e-06
112,2019-02-14,274.97,275.155,274.875,274.375,0.00067281723,0.0018223524,65198058.16019952,248.1745452880859,235765818023.68164,0.0002765373653684,1.860591042207777e-07
113,2019-02-15,274.375,276.655,276.61,277.395,0.008309841,-0.0028299093,81613378.16694373,250.87896728515625,238335018920.89844,0.0003424313327368,2.845549981882197e-06
114,2019-02-19,277.395,278.28,278.3,277.855,0.0031903982,0.0016014576,94987543.78342845,251.31309509277344,238747440338.13477,0.0003978578519999,1.269324981340566e-06
115,2019-02-20,277.855,278.06,278.355,278.415,0.0007377863,-0.00021547079,96889841.6523249,251.819580078125,239228601074.21875,0.0004050094395789,2.9881041306898737e-07
116,2019-02-21,278.415,277.14,276.61,277.465,-0.0045794845,-0.0030815005,82626155.39472061,250.92417907714844,238377970123.29105,0.0003466182523157,-1.5873329009811608e-06
117,2019-02-22,277.465,278.8,278.785,279.14,0.004811406,-0.0012717843,100332964.84813708,252.47996520996097,239855966949.4629,0.0004183050608421,2.012635536271095e-06
118,2019-02-25,279.14,280.23,279.69,279.56,0.0039048195,0.00046503544,103768211.22698918,252.82359313964844,240182413482.666,0.0004320391727368,1.6870349815090444e-06
119,2019-02-26,279.56,279.52,279.95,279.33,-0.00014311075,0.002219677,92236109.66821793,252.64273071289065,240010594177.2461,0.0003843001596842,-5.499748488675143e-08
120,2019-02-27,279.33,279.3,279.095,279.235,-0.00010740757,-0.00050133467,80687090.97410198,252.53416442871097,239907456207.2754,0.0003363258993684,-3.61239475406323e-08
121,2019-02-28,279.235,279.13,278.955,278.555,-0.0003759861,0.0014359951,61794077.0162339,252.06385803222656,239460665130.61523,0.00025805523,-9.702517931699753e-08
122,2019-03-01,278.555,280.43,280.24,280.48,0.0067311525,-0.0008557439,87317070.52529986,253.63763427734375,240955752563.47656,0.0003623780283157,2.4392217837388514e-06
123,2019-03-04,280.48,278.825,278.755,279.41,-0.0059006214,-0.0023442507,61398813.23610002,252.71502685546875,240079275512.6953,0.0002557439125263,-1.5090480068000312e-06
124,2019-03-05,279.41,279.49,279.31,279.06,0.0002862215,0.0008958578,70806082.1403731,252.37136840820312,239752799987.79297,0.0002953295316842,8.452966279670766e-08
125,2019-03-06,279.06,277.82,277.325,277.29,-0.0044434667,0.00012624264,33109468.00836694,250.8426971435547,238300562286.37695,0.0001389399491578,-6.173750322917003e-07
126,2019-03-07,277.29,275.205,274.505,275.1,-0.0075193048,-0.0021628737,-8945167.282400055,248.7443084716797,236307093048.0957,-3.785399399999999e-05,2.846357169796228e-07
127,2019-03-08,275.1,273.465,273.45,274.525,-0.005943358,-0.0039157867,-18118025.703727596,248.2468414306641,235834499359.1309,-7.682517084210527e-05,4.5659948946111457e-07
128,2019-03-11,274.525,278.12,278.315,278.5,0.013095379,-0.00066429377,48043732.08489202,251.8468017578125,239254461669.92188,0.0002008060027368,2.6296306863597577e-06
129,2019-03-12,278.5,279.65,279.3,279.47,0.0041292906,-0.000608325,65294013.62244985,252.7964782714844,240156654357.91016,0.0002718809262105,1.1226753476864708e-06
130,2019-03-13,279.47,282.05,281.42,281.335,0.009231687,0.00030219555,94128268.49159056,254.4698028564453,241746312713.62305,0.0003893679594736,3.594522970866568e-06
131,2019-03-14,281.335,281.17,281.28,281.2,-0.0005863905,0.00028443336,81851901.94184422,254.3069305419922,241591584014.89255,0.0003388027868421,-1.9867073398545862e-07
132,2019-03-15,281.2,281.52,281.4,281.36,0.0011378527,0.00014221668,85099232.8259853,255.5633850097656,242785215759.27737,0.0003505124171578,3.9883148929729473e-07
133,2019-03-18,281.36,282.045,281.995,282.395,0.0024347305,-0.0014164448,90120359.44024634,256.4899597167969,243665461730.95703,0.0003698528252631,9.004919651953642e-07
134,2019-03-19,282.395,283.08,282.04,282.47,0.0024256706,-0.001522243,86744322.17630908,256.5535888671875,243725909423.82812,0.0003559093178947,8.63318777146501e-07
135,2019-03-20,282.47,282.95,282.375,281.54,0.0016993284,0.002965808,74867494.82348618,255.7814483642578,242992375946.04492,0.0003081063532631,5.235738832671034e-07
136,2019-03-21,281.54,284.765,284.64,284.68,0.011454821,-0.00014042854,114834658.00283848,258.6703186035156,245736802673.33984,0.0004673075288421,5.352923923306154e-06
137,2019-03-22,284.68,280.93,280.24,279.26,-0.013172686,0.0035091639,24504322.29660988,253.69186401367188,241007270812.98828,0.000101674618421,-1.3393278327977312e-06
138,2019-03-25,279.26,278.1,279.1,279.02,-0.0041538477,0.00028681755,21566208.538643833,253.5012054443359,240826145172.1191,8.955094357894738e-05,-3.7198098051648393e-07
139,2019-03-26,279.02,279.775,279.99,281.035,0.0027059317,-0.0037184358,59571541.03975394,255.3907012939453,242621166229.24805,0.0002455331575789,6.643959455351175e-07
140,2019-03-27,281.035,280.09,280.245,279.755,-0.003362596,0.0017515421,32451845.170753665,254.05532836914065,241352561950.6836,0.0001344582585263,-4.5212880699403374e-07
141,2019-03-28,279.755,280.33,280.62,280.79,0.0020552874,-0.000605464,61291377.42125108,255.0183258056641,242267409515.3809,0.0002529906005263,5.199683837501929e-07
142,2019-03-29,280.79,282.22,282.115,282.685,0.00509274,-0.0020164251,75094751.82474752,256.6263122558594,243794996643.0664,0.0003080241713684,1.5686870366369983e-06
143,2019-04-01,282.685,285.57,285.73,285.895,0.010205746,-0.00057703257,117330166.72783165,259.6696472167969,246686164855.95703,0.0004756252414736,4.854110261563997e-06
144,2019-04-02,285.895,285.905,286.05,285.985,3.504753e-05,0.00022733212,121005564.72287968,259.796875,246807031250.0,0.0004902841062105,1.7183247473941687e-08
145,2019-04-03,285.985,286.58,286.15,286.515,0.0020805597,-0.0012739897,122872612.85944252,260.2056579589844,247195375061.03516,0.0004970667951578,1.034177157388816e-06
146,2019-04-04,286.515,286.87,287.08,287.22,0.0012389421,-0.0004875064,126428901.05039522,260.8961486816406,247851341247.5586,0.0005100997251578,6.319840483146924e-07
147,2019-04-05,287.22,288.155,288.515,288.56,0.0032553673,-0.00015586615,137968997.92410716,262.1589050292969,249050959777.83203,0.0005539789850526,1.803405061223078e-06
148,2019-04-08,288.56,288.415,288.44,288.82,-0.00050246716,-0.0013157129,144995992.62116814,262.3587951660156,249240855407.71484,0.0005817505014736,-2.923105196608572e-07
149,2019-04-09,288.82,287.28,287.105,287.29,-0.0053320527,-0.0006439686,106148602.71744394,261.01416015625,247963452148.4375,0.0004280816458947,-2.2825538990975724e-06
150,2019-04-10,287.29,287.695,288.1,288.3,0.0014097691,-0.00069367886,132207488.98250008,261.904541015625,248809313964.84375,0.0005313606909473,7.490958608559095e-07
151,2019-04-11,288.3,287.695,287.965,288.235,-0.0020984411,-0.000936687,134488025.264313,261.8318176269531,248740226745.60547,0.0005406766208421,-1.13457805594009e-06
152,2019-04-12,288.235,290.005,289.915,290.18,0.0061409473,-0.00091314316,157229891.01390913,263.60345458984375,250423281860.35156,0.0006278565229473,3.855633845699693e-06
153,2019-04-15,290.18,289.87,289.93,289.975,-0.001068294,-0.0001552105,163845520.9528924,263.43072509765625,250259188842.77344,0.0006547033166315,-6.994156565658077e-07
154,2019-04-16,289.975,290.32,290.215,290.165,0.0011897087,0.00017225742,146764729.69060707,263.60345458984375,250423281860.35156,0.0005860666332631,6.972485780675099e-07
155,2019-04-17,290.165,289.18,289.66,289.49,-0.0033946633,0.00058734417,107687869.38831204,262.95843505859375,249810513305.6641,0.0004310782118947,-1.463365399959019e-06
156,2019-04-18,289.49,290.11,290.12,290.03,0.002141714,0.00031030178,112698887.70414126,263.4762268066406,250302415466.3086,0.0004502508994736,9.643086981705067e-07
157,2019-04-22,290.03,290.07,290.09,290.315,0.00013792515,-0.0007750392,118159496.79547356,263.7033386230469,250518171691.89453,0.0004716603829473,6.50538281285794e-08
158,2019-04-23,290.315,292.88,292.74,292.855,0.0088351965,-0.000392735,169777039.72734094,266.07440185546875,252770681762.6953,0.0006716642869473,5.934285953891175e-06
159,2019-04-24,292.855,292.46,292.79,292.23,-0.0013488531,0.0019162893,136494409.6396596,265.4839782714844,252209779357.91016,0.0005411939615789,-7.299911588746612e-07
160,2019-04-25,292.23,292.655,292.56,292.085,0.0014542341,0.0016262531,128802272.35244004,265.3204040527344,252054383850.0977,0.0005110098478947,7.431279581150347e-07
161,2019-04-26,292.085,292.64,292.86,293.44,0.0019001961,-0.0019766092,141728127.61125016,266.5559997558594,253228199768.0664,0.0005596854052631,1.0635120105616824e-06
162,2019-04-29,293.44,294.28,294.08,293.82,0.0028625727,0.00088477135,157281147.08822712,266.9738464355469,253625154113.76953,0.0006201322878947,1.775173739101342e-06
